ID_Pedido,Data,Loja,Produto,Preco_Unitario,Qtd,Cliente,Data_Base
1,2023-06-08,São Paulo,Mouse Gamer,120.0,1,Cliente_4095,2025-01-01
77,2023-11-18,São Paulo,iPhone 14,5500.0,1,Cliente_1733
78,2024-08-07,Belo Horizonte,iPhone 14,5500.0,1,Cliente_17890
79,2023-11-02,Salvador,Mouse Gamer,120.0,1,Cliente_9808
80,2023-01-20,Belo Horizonte,iPhone 14,5500.0,1,Cliente_7195
81,2023-03-09,  São Paulo ,Mouse Gamer,120.0,1,Cliente_2340
82,2023-12-21,Belo Horizonte,iPhone 14,5500.0,1,Cliente_3765
83,2023-11-06,Curitiba,"Monitor 27""",1200.0,2,Cliente_21000
84,2024-03-23,Recife,Cabo HDMI,40.0,1,Cliente_13740
85,2024-11-02,Curitiba,Mouse Gamer,120.0,1,Cliente_10615
86,2024-05-20,Belo Horizonte,Smartphone Samsung,2200.0,1,Cliente_17307
87,2023-05-17,RIO DE JANEIRO,Teclado Mecânico,250.0,1,Cliente_9568
88,2024-09-22,Salvador,Notebook Dell,3500.0,2,Cliente_17077
89,2024-09-30,  São Paulo ,iPhone 14,5500.0,1,Cliente_5351
90,2023-09-14,Belo Horizonte,Notebook HP,3200.0,2,Cliente_28950
91,2023-02-18,Porto Alegre,Cabo HDMI,40.0,2,Cliente_22401
92,2023-03-03,Porto Alegre,iPhone 14,5500.0,1,Cliente_2991
93,2024-09-05,Salvador,Notebook HP,3200.0,1,Cliente_16668
94,2024-07-20,Salvador,Teclado Mecânico,250.0,2,Cliente_21862
95,2024-09-25,Belo Horizonte,Teclado Mecânico,250.0,1,Cliente_17628
96,2024-02-04,Belo Horizonte,Teclado Mecânico,250.0,1,Cliente_24511
97,2024-09-20,Porto Alegre,Notebook HP,3200.0,3,Cliente_15999
98,2024-09-29,Salvador,iPhone 14,5500.0,1,Cliente_4848
99,2024-03-23,Curitiba,Teclado Mecânico,250.0,1,Cliente_21625
100,2024-11-27,Salvador,"Monitor 27""",1200.0,1,Cliente_2409
101,2023-03-09,São Paulo,Mouse Gamer,120.0,1,Cliente_18239
102,2024-10-16,Recife,Notebook HP,3200.0,1,Cliente_27448
103,2023-09-25,Porto Alegre,Notebook HP,3200.0,1,Cliente_29296
104,2023-03-21,Porto Alegre,iPhone 14,5500.0,1,Cliente_13161
105,2023-03-05,Porto Alegre,Notebook HP,3200.0,3,Cliente_8346
106,2023-08-31,Salvador,Notebook HP,3200.0,1,Cliente_865
107,2024-12-17,Salvador,Teclado Mecânico,250.0,1,Cliente_19378
108,2024-02-08,Belo Horizonte,iPhone 14,5500.0,2,Cliente_7229
109,2023-02-03,Salvador,Teclado Mecânico,250.0,2,Cliente_19979
110,2023-05-27,Rio de Janeiro,Mouse Gamer,120.0,1,Cliente_15972
111,2023-09-11,Porto Alegre,Cabo HDMI,40.0,2,Cliente_12041
112,2023-03-16,São Paulo,Mouse Gamer,120.0,1,Cliente_25699
113,2023-08-09,Salvador,Cabo HDMI,40.0,1,Cliente_26435
114,2023-04-02,Salvador,Teclado Mecânico,250.0,1,Cliente_4696
115,2024-02-07,Recife,Mouse Gamer,120.0,5,Cliente_10154
116,2023-07-29,Porto Alegre,iPhone 14,5500.0,1,Cliente_20900
117,2023-06-26,Rio de Janeiro,Notebook Dell,3500.0,2,Cliente_23832
118,2023-10-03,Porto Alegre,Teclado Mecânico,250.0,1,Cliente_15625
119,2023-10-11,Salvador,Cabo HDMI,40.0,1,Cliente_9695
120,2023-05-16,Recife,"Monitor 27""",1200.0,5,Cliente_2675
121,2024-02-28,Recife,Cabo HDMI,40.0,1,Cliente_15384
122,2023-06-23,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_14915
123,2023-12-21,Salvador,Notebook HP,3200.0,1,Cliente_29267
124,2024-08-03,  São Paulo ,Mouse Gamer,120.0,5,Cliente_13174
125,2024-11-11,Curitiba,"Monitor 27""",1200.0,1,Cliente_13872
126,2024-12-29,RIO DE JANEIRO,Cabo HDMI,40.0,1,Cliente_7881
127,2024-04-12,Porto Alegre,Notebook HP,3200.0,1,Cliente_7550
128,2023-07-18,Belo Horizonte,Notebook Dell,3500.0,1,Cliente_3782
129,2023-01-28,Recife,iPhone 14,5500.0,1,Cliente_22365
130,2023-10-08,RIO DE JANEIRO,iPhone 14,5500.0,1,Cliente_12299
131,2024-03-15,  São Paulo ,iPhone 14,5500.0,1,Cliente_3098
132,2023-08-08,Rio de Janeiro,"Monitor 27""",1200.0,1,Cliente_8030
133,2023-03-18,Belo Horizonte,Notebook Dell,3500.0,1,Cliente_18156
134,2023-08-10,Belo Horizonte,"Monitor 27""",1200.0,1,Cliente_6257
135,2023-04-13,São Paulo,Mouse Gamer,120.0,1,Cliente_15248
136,2024-08-06,Rio de Janeiro,"Monitor 27""",1200.0,1,Cliente_15023
137,2023-11-19,Porto Alegre,Notebook Dell,3500.0,1,Cliente_20012
138,2024-04-08,Curitiba,Notebook Dell,3500.0,1,Cliente_23970
139,2024-04-15,Curitiba,Mouse Gamer,120.0,2,Cliente_13542
140,2024-01-29,Porto Alegre,Notebook Dell,3500.0,1,Cliente_10050
141,2023-09-19,Recife,Cabo HDMI,40.0,1,Cliente_18928
142,2023-12-05,Porto Alegre,Notebook Dell,3500.0,3,Cliente_17265
143,2023-02-07,Salvador,iPhone 14,5500.0,1,Cliente_17065
144,2024-04-18,Recife,Cabo HDMI,40.0,3,Cliente_16085
145,2024-02-06,Rio de Janeiro,Cabo HDMI,40.0,2,Cliente_4329
146,2024-08-25,Porto Alegre,Mouse Gamer,120.0,1,Cliente_13915
147,2023-05-28,Salvador,Smartphone Samsung,2200.0,1,Cliente_18657
148,2024-01-25,Recife,Smartphone Samsung,2200.0,1,Cliente_12419
149,2024-08-15,Belo Horizonte,Notebook Dell,3500.0,2,Cliente_1697
150,2023-01-30,São Paulo,Cabo HDMI,40.0,1,Cliente_14119
151,2023-04-25,Recife,Smartphone Samsung,2200.0,1,Cliente_8421
152,2023-05-03,Porto Alegre,Smartphone Samsung,2200.0,1,Cliente_17947
153,2024-06-11,Curitiba,Notebook Dell,3500.0,1,Cliente_927
154,2023-06-02,Porto Alegre,Smartphone Samsung,2200.0,1,Cliente_15072
155,2024-03-10,Belo Horizonte,"Monitor 27""",1200.0,1,Cliente_20439
156,2023-09-29,Salvador,Notebook HP,3200.0,1,Cliente_29402
157,2023-03-11,Curitiba,Mouse Gamer,120.0,1,Cliente_5687
158,2023-07-11,Recife,Notebook HP,3200.0,1,Cliente_26393
159,2024-03-19,Porto Alegre,Notebook Dell,3500.0,2,Cliente_21330
160,2023-08-21,Recife,iPhone 14,5500.0,1,Cliente_26475
161,2024-11-22,Salvador,Mouse Gamer,120.0,1,Cliente_16983
162,2023-07-03,Belo Horizonte,Notebook Dell,3500.0,1,Cliente_11612
163,2023-09-30,Curitiba,Cabo HDMI,40.0,1,Cliente_13319
164,2024-06-22,São Paulo,iPhone 14,5500.0,5,Cliente_26947
165,2024-05-29,  São Paulo ,Notebook HP,3200.0,1,Cliente_9787
166,2023-12-20,Salvador,Notebook Dell,3500.0,10,Cliente_14063
167,2024-02-17,Belo Horizonte,Cabo HDMI,40.0,1,Cliente_10899
168,2023-09-17,Porto Alegre,Mouse Gamer,120.0,2,Cliente_27186
169,2023-10-10,Recife,Mouse Gamer,120.0,3,Cliente_4407
170,2023-03-17,Porto Alegre,Teclado Mecânico,250.0,1,Cliente_5639
171,2023-12-21,Belo Horizonte,Cabo HDMI,40.0,1,Cliente_26262
172,2023-01-14,,"Monitor 27""",1200.0,1,Cliente_27087
173,2023-02-25,  São Paulo ,Smartphone Samsung,2200.0,2,Cliente_23353
174,2023-01-22,,iPhone 14,5500.0,1,Cliente_16918
175,2024-05-03,Curitiba,Cabo HDMI,40.0,1,Cliente_760
176,2024-06-19,  São Paulo ,Teclado Mecânico,250.0,1,Cliente_19721
177,2024-12-30,São Paulo,Smartphone Samsung,2200.0,3,Cliente_4388
178,2024-06-06,Rio de Janeiro,Smartphone Samsung,2200.0,1,Cliente_11815
179,2024-08-06,Recife,Notebook Dell,3500.0,1,Cliente_20615
180,2024-12-13,Belo Horizonte,Smartphone Samsung,2200.0,3,Cliente_11750
181,2023-02-07,Rio de Janeiro,"Monitor 27""",1200.0,1,Cliente_27123
182,2024-03-29,São Paulo,Mouse Gamer,120.0,2,Cliente_14924
183,2023-03-31,Recife,Teclado Mecânico,250.0,1,Cliente_16599
184,2024-07-10,Salvador,Smartphone Samsung,2200.0,1,Cliente_5111
185,2024-08-23,Salvador,Notebook Dell,3500.0,1,Cliente_28309
186,2024-10-01,Recife,"Monitor 27""",1200.0,1,Cliente_17637
187,2023-09-11,Rio de Janeiro,Notebook HP,3200.0,1,Cliente_21780
188,2024-03-11,Curitiba,Mouse Gamer,120.0,1,Cliente_6606
189,2024-06-16,Curitiba,Mouse Gamer,120.0,2,Cliente_500
190,2024-07-25,Salvador,Teclado Mecânico,250.0,1,Cliente_23152
191,2023-08-27,Belo Horizonte,Mouse Gamer,120.0,2,Cliente_22176
192,2023-04-01,Recife,Smartphone Samsung,2200.0,2,Cliente_17405
193,2024-06-06,Porto Alegre,Notebook Dell,3500.0,1,Cliente_27421
194,2024-10-21,RIO DE JANEIRO,Mouse Gamer,120.0,2,Cliente_15995
195,2024-09-01,São Paulo,Mouse Gamer,120.0,5,Cliente_12677
196,2023-02-20,Curitiba,Notebook HP,3200.0,1,Cliente_16857
197,2024-12-04,Rio de Janeiro,Notebook HP,3200.0,1,Cliente_22768
198,2024-04-14,Belo Horizonte,iPhone 14,5500.0,1,Cliente_21050
199,2024-10-17,Belo Horizonte,"Monitor 27""",1200.0,5,Cliente_4532
200,2024-12-25,Porto Alegre,Smartphone Samsung,2200.0,1,Cliente_15530
201,2023-07-24,Recife,Mouse Gamer,120.0,1,Cliente_11757
202,2023-12-29,Belo Horizonte,Cabo HDMI,40.0,1,Cliente_13811
203,2024-11-24,Belo Horizonte,Mouse Gamer,120.0,5,Cliente_22746
204,2024-05-20,Porto Alegre,Notebook Dell,3500.0,1,Cliente_18586
205,2024-11-26,Porto Alegre,iPhone 14,5500.0,1,Cliente_2388
206,2024-05-18,Curitiba,"Monitor 27""",1200.0,2,Cliente_15961
207,2023-05-07,Curitiba,Cabo HDMI,40.0,1,Cliente_20156
208,2024-04-24,Belo Horizonte,iPhone 14,5500.0,1,Cliente_17574
209,2024-06-08,Salvador,Teclado Mecânico,250.0,1,Cliente_13930
210,2024-08-30,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_20027
211,2024-01-12,Salvador,Mouse Gamer,120.0,1,Cliente_29159
212,2024-08-17,Recife,Mouse Gamer,120.0,1,Cliente_23724
213,2024-12-28,Curitiba,"Monitor 27""",1200.0,1,Cliente_28715
214,2023-10-27,Curitiba,Mouse Gamer,120.0,1,Cliente_28528
215,2024-07-05,Porto Alegre,Smartphone Samsung,2200.0,1,Cliente_12899
216,2023-07-16,Salvador,"Monitor 27""",1200.0,1,Cliente_2153
217,2024-06-23,Belo Horizonte,iPhone 14,5500.0,1,Cliente_16049
218,2023-03-22,Recife,"Monitor 27""",1200.0,2,Cliente_28141
219,2023-04-04,Salvador,Cabo HDMI,40.0,5,Cliente_23031
220,2024-12-02,Salvador,Mouse Gamer,120.0,1,Cliente_15775
221,2023-11-02,Belo Horizonte,Smartphone Samsung,2200.0,1,Cliente_906
222,2023-01-11,São Paulo,Smartphone Samsung,2200.0,1,Cliente_9968
223,2023-04-19,  São Paulo ,Teclado Mecânico,250.0,1,Cliente_17418
224,2024-10-16,Salvador,iPhone 14,5500.0,1,Cliente_26628
225,2024-01-29,Porto Alegre,Notebook HP,3200.0,1,Cliente_20820
226,2023-05-28,Recife,Notebook HP,3200.0,1,Cliente_13877
227,2024-02-18,São Paulo,"Monitor 27""",1200.0,1,Cliente_26613
228,2023-06-12,Porto Alegre,Teclado Mecânico,250.0,3,Cliente_9673
229,2023-12-21,Recife,Notebook Dell,3500.0,1,Cliente_9427
230,2024-07-24,  São Paulo ,"Monitor 27""",1200.0,1,Cliente_6511
231,2023-02-20,Rio de Janeiro,Teclado Mecânico,250.0,1,Cliente_22308
232,2024-11-28,Curitiba,iPhone 14,5500.0,1,Cliente_26832
233,2024-05-25,Porto Alegre,iPhone 14,5500.0,1,Cliente_17036
234,2023-02-15,Salvador,iPhone 14,5500.0,5,Cliente_28423
235,2024-07-29,Belo Horizonte,iPhone 14,5500.0,5,Cliente_14294
236,2024-06-13,Recife,iPhone 14,5500.0,1,Cliente_28955
237,2023-06-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_1936
238,2023-12-31,Salvador,Teclado Mecânico,250.0,1,Cliente_6439
239,2024-01-30,Rio de Janeiro,Smartphone Samsung,2200.0,1,Cliente_12191
240,2024-09-01,São Paulo,Cabo HDMI,40.0,1,Cliente_1539
241,2024-08-10,RIO DE JANEIRO,Notebook HP,3200.0,1,Cliente_20646
242,2023-01-15,Belo Horizonte,Mouse Gamer,120.0,1,Cliente_26284
243,2023-01-19,Curitiba,iPhone 14,5500.0,1,Cliente_20173
244,2024-11-10,Salvador,Notebook Dell,3500.0,1,Cliente_18444
245,2024-03-12,Curitiba,Mouse Gamer,120.0,1,Cliente_14955
246,2024-10-11,Rio de Janeiro,Teclado Mecânico,250.0,1,Cliente_24057
247,2024-12-12,Porto Alegre,Notebook Dell,3500.0,1,Cliente_24445
248,2024-06-16,Salvador,Notebook Dell,3500.0,1,Cliente_29108
249,2024-10-21,São Paulo,Notebook Dell,3500.0,1,Cliente_8471
250,2024-12-09,Curitiba,Smartphone Samsung,2200.0,2,Cliente_18062
251,2023-01-01,São Paulo,Teclado Mecânico,250.0,3,Cliente_22822
252,2023-05-01,Recife,Notebook Dell,3500.0,2,Cliente_16690
253,2023-05-01,  São Paulo ,iPhone 14,5500.0,1,Cliente_3448
254,2023-06-04,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_11433
255,2023-10-19,Recife,Notebook Dell,3500.0,1,Cliente_13218
256,2023-04-17,Recife,Smartphone Samsung,2200.0,3,Cliente_22290
257,2024-06-28,Curitiba,Mouse Gamer,120.0,1,Cliente_12233
258,2023-03-31,Recife,Teclado Mecânico,250.0,1,Cliente_18269
259,2023-07-10,São Paulo,Cabo HDMI,40.0,1,Cliente_24296
260,2023-04-29,Salvador,Smartphone Samsung,2200.0,1,Cliente_3763
261,2023-05-22,Belo Horizonte,Notebook Dell,3500.0,1,Cliente_10366
262,2024-04-14,Porto Alegre,Teclado Mecânico,250.0,1,Cliente_8279
263,2024-11-02,  São Paulo ,"Monitor 27""",1200.0,1,Cliente_27932
264,2023-01-11,Rio de Janeiro,Notebook Dell,3500.0,2,Cliente_28841
265,2024-08-27,Salvador,Smartphone Samsung,2200.0,2,Cliente_15124
266,2024-04-30,Rio de Janeiro,Notebook HP,3200.0,1,Cliente_29990
267,2023-12-15,São Paulo,iPhone 14,5500.0,10,Cliente_13893
268,2023-04-26,Rio de Janeiro,Cabo HDMI,40.0,1,Cliente_29261
269,2024-07-30,Belo Horizonte,Mouse Gamer,120.0,1,Cliente_6420
270,2023-06-26,RIO DE JANEIRO,Smartphone Samsung,2200.0,2,Cliente_23335
271,2023-03-25,Curitiba,Teclado Mecânico,250.0,1,Cliente_8331
272,2024-08-28,Salvador,Cabo HDMI,40.0,1,Cliente_25069
273,2024-07-26,Salvador,Cabo HDMI,40.0,1,Cliente_21199
274,2023-07-03,Salvador,Cabo HDMI,40.0,2,Cliente_29127
275,2024-08-29,Belo Horizonte,Notebook Dell,3500.0,1,Cliente_28494
276,2024-02-27,Salvador,iPhone 14,5500.0,1,Cliente_4590
277,2024-09-09,,Notebook Dell,3500.0,3,Cliente_12507
278,2024-05-06,Curitiba,Teclado Mecânico,250.0,1,Cliente_2349
279,2024-05-05,Salvador,Notebook Dell,3500.0,2,Cliente_18532
280,2024-09-22,Belo Horizonte,Notebook HP,3200.0,1,Cliente_23256
281,2023-04-22,Porto Alegre,iPhone 14,5500.0,1,Cliente_22256
282,2023-08-19,Curitiba,iPhone 14,5500.0,1,Cliente_17094
283,2024-10-15,Rio de Janeiro,Teclado Mecânico,250.0,1,Cliente_19847
284,2023-02-04,São Paulo,Mouse Gamer,120.0,1,Cliente_11276
285,2024-10-26,Belo Horizonte,Notebook HP,3200.0,1,Cliente_21918
286,2023-11-05,Salvador,Smartphone Samsung,2200.0,1,Cliente_4591
287,2023-11-08,  São Paulo ,Notebook Dell,3500.0,1,Cliente_22556
288,2023-01-29,Belo Horizonte,"Monitor 27""",1200.0,1,Cliente_3387
289,2023-11-17,Belo Horizonte,Notebook Dell,3500.0,1,Cliente_24569
290,2024-11-23,Curitiba,Cabo HDMI,40.0,1,Cliente_2146
291,2024-01-08,São Paulo,Notebook Dell,3500.0,1,Cliente_11654
292,2023-10-04,Porto Alegre,Smartphone Samsung,2200.0,3,Cliente_25011
293,2023-03-22,Salvador,Notebook Dell,3500.0,3,Cliente_22983
294,2023-09-09,Rio de Janeiro,Notebook HP,3200.0,2,Cliente_21901
295,2024-06-09,São Paulo,Notebook HP,3200.0,1,Cliente_12975
296,2024-06-05,Belo Horizonte,iPhone 14,5500.0,1,Cliente_19355
297,2023-11-26,Rio de Janeiro,Teclado Mecânico,250.0,5,Cliente_22877
298,2023-01-12,Curitiba,Mouse Gamer,120.0,1,Cliente_3440
299,2024-02-03,Rio de Janeiro,"Monitor 27""",1200.0,1,Cliente_11679
300,2023-12-19,Rio de Janeiro,Cabo HDMI,40.0,1,Cliente_10715
301,2023-08-26,  São Paulo ,Notebook Dell,3500.0,1,Cliente_14661
302,2023-01-30,Belo Horizonte,Notebook Dell,3500.0,2,Cliente_471
303,2023-04-28,Belo Horizonte,Smartphone Samsung,2200.0,3,Cliente_24458
304,2024-06-23,Belo Horizonte,Teclado Mecânico,250.0,1,Cliente_2795
305,2023-04-16,Recife,Notebook HP,3200.0,1,Cliente_25839
306,2023-10-14,Curitiba,"Monitor 27""",1200.0,1,Cliente_22864
307,2023-09-30,São Paulo,iPhone 14,5500.0,1,Cliente_14030
308,2023-08-13,Belo Horizonte,Notebook HP,3200.0,3,Cliente_5716
309,2024-03-10,Rio de Janeiro,Cabo HDMI,40.0,1,Cliente_10364
310,2023-03-28,Recife,Teclado Mecânico,250.0,1,Cliente_17637
311,2024-12-07,Curitiba,Cabo HDMI,40.0,1,Cliente_14964
312,2024-03-08,Belo Horizonte,Mouse Gamer,120.0,1,Cliente_1484
313,2023-12-14,Recife,iPhone 14,5500.0,2,Cliente_21148
314,2024-10-29,Salvador,Mouse Gamer,120.0,1,Cliente_8206
315,2024-12-21,Curitiba,Smartphone Samsung,2200.0,2,Cliente_3703
316,2023-12-23,Porto Alegre,Cabo HDMI,40.0,1,Cliente_6639
317,2023-01-14,Porto Alegre,Smartphone Samsung,2200.0,1,Cliente_9321
318,2024-04-08,Rio de Janeiro,Notebook Dell,3500.0,1,Cliente_25627
319,2024-08-23,Salvador,Mouse Gamer,120.0,1,Cliente_943
320,2023-07-16,Recife,Teclado Mecânico,250.0,1,Cliente_19252
321,2023-07-17,  São Paulo ,Cabo HDMI,40.0,1,Cliente_28129
322,2024-05-17,Salvador,"Monitor 27""",1200.0,5,Cliente_17277
323,2023-11-20,Curitiba,iPhone 14,5500.0,1,Cliente_18587
324,2024-09-22,Recife,Notebook HP,3200.0,1,Cliente_7401
325,2023-11-12,Recife,Teclado Mecânico,250.0,5,Cliente_16447
326,2023-11-20,Curitiba,Teclado Mecânico,250.0,1,Cliente_15736
327,2023-04-09,Recife,Smartphone Samsung,2200.0,1,Cliente_20875
328,2024-09-26,Recife,Mouse Gamer,120.0,1,Cliente_2035
329,2024-03-03,Curitiba,Cabo HDMI,40.0,1,Cliente_8707
330,2024-08-08,Salvador,Cabo HDMI,40.0,1,Cliente_17707
331,2024-03-14,RIO DE JANEIRO,Notebook Dell,3500.0,1,Cliente_2081
332,2024-12-09,Porto Alegre,Notebook Dell,3500.0,1,Cliente_17597
333,2024-08-12,São Paulo,iPhone 14,5500.0,1,Cliente_7570
334,2024-09-22,Curitiba,Smartphone Samsung,2200.0,1,Cliente_29624
335,2023-01-02,Belo Horizonte,Teclado Mecânico,250.0,1,Cliente_27243
336,2024-05-24,Recife,Cabo HDMI,40.0,2,Cliente_26086
337,2023-03-20,Salvador,"Monitor 27""",1200.0,1,Cliente_2002
338,2023-10-17,São Paulo,Smartphone Samsung,2200.0,1,Cliente_16263
339,2023-05-12,  São Paulo ,iPhone 14,5500.0,1,Cliente_8203
340,2024-09-09,Curitiba,iPhone 14,5500.0,1,Cliente_11642
341,2024-01-31,Belo Horizonte,Smartphone Samsung,2200.0,1,Cliente_11010
342,2023-05-21,Belo Horizonte,iPhone 14,5500.0,1,Cliente_14598
343,2024-08-07,Rio de Janeiro,Smartphone Samsung,2200.0,1,Cliente_1153
344,2023-05-12,Belo Horizonte,Notebook HP,3200.0,1,Cliente_26194
345,2024-06-26,Porto Alegre,Smartphone Samsung,2200.0,1,Cliente_22274
346,2024-03-03,Curitiba,Mouse Gamer,120.0,1,Cliente_13760
347,2023-11-08,São Paulo,Smartphone Samsung,2200.0,1,Cliente_21660
348,2024-03-30,  São Paulo ,iPhone 14,5500.0,1,Cliente_22412
349,2023-03-03,Belo Horizonte,Cabo HDMI,40.0,1,Cliente_5077
350,2024-12-22,Recife,Mouse Gamer,120.0,1,Cliente_27917
351,2023-08-30,Salvador,iPhone 14,5500.0,1,Cliente_15034
352,2023-04-12,Porto Alegre,Notebook Dell,3500.0,1,Cliente_25241
353,2023-01-22,Salvador,Notebook Dell,3500.0,2,Cliente_17830
354,2023-12-22,Rio de Janeiro,Cabo HDMI,40.0,1,Cliente_10856
